,Date,Open,High,Low,Close,Tick_volume
0,2012-11-26 20:00:00,129613.0,130053.0,129587.0,129934.0,6871
1,2012-11-27 00:00:00,129931.0,130077.0,129694.0,129815.0,8172
2,2012-11-27 04:00:00,129814.0,129911.0,129733.0,129898.0,6335
3,2012-11-27 08:00:00,129899.0,129978.0,129387.0,129440.0,14267
4,2012-11-27 12:00:00,129441.0,129684.0,129292.0,129397.0,14750
5,2012-11-27 16:00:00,129396.0,129435.0,129150.0,129332.0,11234
6,2012-11-27 20:00:00,129329.0,129448.0,129254.0,129369.0,6496
7,2012-11-28 00:00:00,129369.0,129425.0,129243.0,129345.0,6095
8,2012-11-28 04:00:00,129343.0,129379.0,129115.0,129175.0,7402
9,2012-11-28 08:00:00,129177.0,129372.0,129140.0,129207.0,12253
10,2012-11-28 12:00:00,129207.0,129207.0,128815.0,128922.0,12988
11,2012-11-28 16:00:00,128922.0,129433.0,128796.0,129310.0,14100
12,2012-11-28 20:00:00,129310.0,129606.0,129246.0,129496.0,6687
13,2012-11-29 00:00:00,129499.0,129583.0,129404.0,129520.0,5757
14,2012-11-29 04:00:00,129521.0,129573.0,129386.0,129421.0,5429
15,2012-11-29 08:00:00,129420.0,129939.0,129385.0,129862.0,12060
16,2012-11-29 12:00:00,129860.0,130067.0,129792.0,130048.0,12899
17,2012-11-29 16:00:00,130047.0,130125.0,129448.0,129738.0,13006
18,2012-11-29 20:00:00,129739.0,129797.0,129665.0,129765.0,4691
19,2012-11-30 00:00:00,129763.0,130058.0,129690.0,129951.0,6857
20,2012-11-30 04:00:00,129952.0,130072.0,129892.0,129961.0,6239
21,2012-11-30 08:00:00,129957.0,130267.0,129912.0,129991.0,13666
22,2012-11-30 12:00:00,129990.0,130170.0,129679.0,129945.0,14257
23,2012-11-30 16:00:00,129945.0,130227.0,129944.0,130020.0,11856
24,2012-11-30 20:00:00,130023.0,130077.0,129814.0,129848.0,5426
25,2012-12-03 00:00:00,129934.0,130460.0,129882.0,130375.0,6339
26,2012-12-03 04:00:00,130376.0,130422.0,130211.0,130287.0,5250
27,2012-12-03 08:00:00,130288.0,130482.0,130195.0,130338.0,11665
28,2012-12-03 12:00:00,130339.0,130736.0,130232.0,130440.0,13555
29,2012-12-03 16:00:00,130440.0,130751.0,130413.0,130572.0,10919
30,2012-12-03 20:00:00,130571.0,130625.0,130483.0,130587.0,6204
31,2012-12-04 00:00:00,130584.0,130639.0,130453.0,130481.0,5390
32,2012-12-04 04:00:00,130482.0,130672.0,130472.0,130657.0,6539
33,2012-12-04 08:00:00,130656.0,130837.0,130567.0,130745.0,13231
34,2012-12-04 12:00:00,130739.0,131063.0,130695.0,130867.0,13404
35,2012-12-04 16:00:00,130865.0,130977.0,130724.0,130970.0,11124
36,2012-12-04 20:00:00,130971.0,131073.0,130907.0,130935.0,6182
37,2012-12-05 00:00:00,130934.0,131161.0,130903.0,131042.0,6371
38,2012-12-05 04:00:00,131043.0,131235.0,131019.0,131121.0,7037
39,2012-12-05 08:00:00,131123.0,131253.0,130805.0,130870.0,10551
40,2012-12-05 12:00:00,130867.0,130943.0,130596.0,130737.0,12646
41,2012-12-05 16:00:00,130737.0,130898.0,130628.0,130812.0,11415
42,2012-12-05 20:00:00,130813.0,130835.0,130635.0,130701.0,6055
43,2012-12-06 00:00:00,130702.0,130764.0,130448.0,130570.0,6482
44,2012-12-06 04:00:00,130570.0,130629.0,130476.0,130571.0,5348
45,2012-12-06 08:00:00,130572.0,130808.0,130417.0,130739.0,11629
46,2012-12-06 12:00:00,130740.0,130857.0,130011.0,130035.0,16080
47,2012-12-06 16:00:00,130036.0,130046.0,129500.0,129557.0,12530
48,2012-12-06 20:00:00,129558.0,129721.0,129535.0,129571.0,5722
49,2012-12-07 00:00:00,129573.0,129718.0,129573.0,129678.0,5335
50,2012-12-07 04:00:00,129679.0,129696.0,129523.0,129595.0,4714
51,2012-12-07 08:00:00,129594.0,129635.0,129167.0,129261.0,13061
52,2012-12-07 12:00:00,129261.0,129333.0,128769.0,128993.0,15255
53,2012-12-07 16:00:00,128992.0,129513.0,128974.0,129296.0,10686
54,2012-12-07 20:00:00,129294.0,129310.0,129195.0,129261.0,4198
55,2012-12-10 00:00:00,128992.0,129151.0,128967.0,129059.0,5905
56,2012-12-10 04:00:00,129059.0,129147.0,128896.0,129056.0,5703
57,2012-12-10 08:00:00,129056.0,129164.0,128855.0,129086.0,12594
58,2012-12-10 12:00:00,129084.0,129419.0,129028.0,129372.0,12010
59,2012-12-10 16:00:00,129373.0,129402.0,129218.0,129330.0,9164
60,2012-12-10 20:00:00,129330.0,129458.0,129317.0,129400.0,4049
61,2012-12-11 00:00:00,129400.0,129472.0,129306.0,129372.0,4506
62,2012-12-11 04:00:00,129372.0,129618.0,129283.0,129501.0,6739
63,2012-12-11 08:00:00,129501.0,129749.0,129386.0,129580.0,12707
64,2012-12-11 12:00:00,129578.0,129987.0,129578.0,129987.0,12027
65,2012-12-11 16:00:00,129988.0,130140.0,129846.0,130075.0,10684
66,2012-12-11 20:00:00,130075.0,130119.0,130000.0,130078.0,5101
67,2012-12-12 00:00:00,130080.0,130132.0,130000.0,130104.0,4542
68,2012-12-12 04:00:00,130102.0,130110.0,129955.0,130049.0,5056
69,2012-12-12 08:00:00,130051.0,130303.0,129951.0,130269.0,11727
70,2012-12-12 12:00:00,130270.0,130521.0,130243.0,130338.0,11324
71,2012-12-12 16:00:00,130337.0,130960.0,130315.0,130826.0,12849
72,2012-12-12 20:00:00,130825.0,130909.0,130602.0,130698.0,7154
73,2012-12-13 00:00:00,130700.0,130764.0,130554.0,130636.0,4900
74,2012-12-13 04:00:00,130635.0,130965.0,130588.0,130965.0,5829
75,2012-12-13 08:00:00,130964.0,130998.0,130420.0,130559.0,12884
76,2012-12-13 12:00:00,130559.0,130849.0,130405.0,130738.0,11971
77,2012-12-13 16:00:00,130738.0,130994.0,130587.0,130760.0,10966
78,2012-12-13 20:00:00,130760.0,130776.0,130700.0,130745.0,5410
79,2012-12-14 00:00:00,130748.0,130944.0,130657.0,130938.0,5394
80,2012-12-14 04:00:00,130939.0,131141.0,130812.0,131089.0,6522
81,2012-12-14 08:00:00,131093.0,131187.0,130675.0,130859.0,12535
82,2012-12-14 12:00:00,130856.0,130992.0,130667.0,130862.0,12090
83,2012-12-14 16:00:00,130860.0,131727.0,130826.0,131624.0,11981
84,2012-12-14 20:00:00,131622.0,131644.0,131539.0,131622.0,4171
85,2012-12-17 00:00:00,131821.0,131863.0,131509.0,131561.0,6493
86,2012-12-17 04:00:00,131560.0,131652.0,131481.0,131490.0,4888
87,2012-12-17 08:00:00,131487.0,131684.0,131437.0,131550.0,11341
88,2012-12-17 12:00:00,131549.0,131724.0,131489.0,131722.0,11273
89,2012-12-17 16:00:00,131724.0,131784.0,131557.0,131621.0,9136
90,2012-12-17 20:00:00,131620.0,131648.0,131552.0,131593.0,4405
91,2012-12-18 00:00:00,131594.0,131770.0,131580.0,131703.0,4716
92,2012-12-18 04:00:00,131701.0,131771.0,131672.0,131696.0,4682
93,2012-12-18 08:00:00,131697.0,131887.0,131558.0,131827.0,9952
94,2012-12-18 12:00:00,131828.0,131873.0,131712.0,131776.0,10113
95,2012-12-18 16:00:00,131777.0,132376.0,131767.0,132286.0,10946
96,2012-12-18 20:00:00,132285.0,132291.0,132166.0,132235.0,5885
97,2012-12-19 00:00:00,132237.0,132550.0,132229.0,132493.0,6091
98,2012-12-19 04:00:00,132493.0,132522.0,132406.0,132432.0,5328
99,2012-12-19 08:00:00,132436.0,132830.0,132285.0,132721.0,12401
100,2012-12-19 12:00:00,132725.0,133076.0,132696.0,132845.0,13581
101,2012-12-19 16:00:00,132843.0,132850.0,132363.0,132417.0,11474
102,2012-12-19 20:00:00,132418.0,132512.0,131889.0,131986.0,7700
103,2012-12-20 00:00:00,131988.0,132259.0,131988.0,132222.0,6826
104,2012-12-20 04:00:00,132222.0,132279.0,132029.0,132167.0,6198
105,2012-12-20 08:00:00,132170.0,132493.0,132087.0,132457.0,11378
106,2012-12-20 12:00:00,132459.0,132942.0,132417.0,132732.0,13956
107,2012-12-20 16:00:00,132731.0,132771.0,132139.0,132437.0,11300
108,2012-12-20 20:00:00,132433.0,132517.0,132368.0,132454.0,4657
109,2012-12-21 00:00:00,132461.0,132464.0,131796.0,131919.0,11069
110,2012-12-21 04:00:00,131925.0,132142.0,131895.0,132010.0,6230
111,2012-12-21 08:00:00,132012.0,132301.0,131871.0,132091.0,13619
112,2012-12-21 12:00:00,132090.0,132171.0,131660.0,131712.0,13779
113,2012-12-21 16:00:00,131707.0,131939.0,131570.0,131791.0,12165
114,2012-12-21 20:00:00,131791.0,131889.0,131693.0,131867.0,4674
115,2012-12-24 00:00:00,131790.0,131849.0,131706.0,131774.0,4982
116,2012-12-24 04:00:00,131774.0,131889.0,131771.0,131881.0,3869
117,2012-12-24 08:00:00,131880.0,132226.0,131878.0,132177.0,7944
118,2012-12-24 12:00:00,132175.0,132326.0,132059.0,132148.0,8677
119,2012-12-24 16:00:00,132148.0,132174.0,131740.0,131870.0,6826
120,2012-12-26 08:00:00,131867.0,132126.0,131826.0,132106.0,7514
121,2012-12-26 12:00:00,132106.0,132493.0,131871.0,132484.0,8365
122,2012-12-26 16:00:00,132491.0,132534.0,132150.0,132165.0,7591
123,2012-12-26 20:00:00,132163.0,132280.0,132155.0,132203.0,4365
124,2012-12-27 00:00:00,132204.0,132444.0,132190.0,132345.0,4985
125,2012-12-27 04:00:00,132344.0,132439.0,132226.0,132387.0,4806
126,2012-12-27 08:00:00,132391.0,132744.0,132384.0,132654.0,9432
127,2012-12-27 12:00:00,132653.0,132833.0,132575.0,132661.0,10524
128,2012-12-27 16:00:00,132662.0,132740.0,132014.0,132258.0,11776
129,2012-12-27 20:00:00,132259.0,132476.0,132182.0,132342.0,6720
130,2012-12-28 00:00:00,132344.0,132523.0,132329.0,132390.0,5749
131,2012-12-28 04:00:00,132391.0,132490.0,132370.0,132478.0,4370
132,2012-12-28 08:00:00,132480.0,132562.0,131654.0,131734.0,11314
133,2012-12-28 12:00:00,131732.0,132373.0,131690.0,132263.0,11207
134,2012-12-28 16:00:00,132267.0,132338.0,132078.0,132170.0,8837
135,2012-12-28 20:00:00,132166.0,132234.0,132146.0,132146.0,3696
136,2012-12-31 00:00:00,132157.0,132338.0,132038.0,132099.0,3946
137,2012-12-31 04:00:00,132096.0,132152.0,131877.0,131907.0,4603
138,2012-12-31 08:00:00,131908.0,131992.0,131758.0,131898.0,8018
139,2012-12-31 12:00:00,131899.0,132275.0,131716.0,132188.0,9242
140,2012-12-31 16:00:00,132187.0,132207.0,131731.0,131964.0,10747
141,2013-01-01 20:00:00,132036.0,132192.0,131977.0,132053.0,1377
142,2013-01-02 00:00:00,132049.0,132992.0,131866.0,132934.0,22185
143,2013-01-02 04:00:00,132934.0,132961.0,132522.0,132711.0,17686
144,2013-01-02 08:00:00,132712.0,132929.0,132319.0,132448.0,14615
145,2013-01-02 12:00:00,132448.0,132792.0,132333.0,132535.0,13633
146,2013-01-02 16:00:00,132533.0,132600.0,131570.0,131637.0,10698
147,2013-01-02 20:00:00,131639.0,131900.0,131567.0,131888.0,4614
148,2013-01-03 00:00:00,131889.0,131889.0,131267.0,131267.0,4266
149,2013-01-03 04:00:00,131266.0,131501.0,131237.0,131452.0,4822
150,2013-01-03 08:00:00,131452.0,131691.0,130938.0,130956.0,12421
151,2013-01-03 12:00:00,130958.0,131172.0,130818.0,130997.0,12908
152,2013-01-03 16:00:00,130996.0,131202.0,130883.0,131056.0,8611
153,2013-01-03 20:00:00,131050.0,131050.0,130246.0,130366.0,7491
154,2013-01-04 00:00:00,130364.0,130528.0,130187.0,130232.0,5046
155,2013-01-04 04:00:00,130232.0,130500.0,130198.0,130381.0,3923
156,2013-01-04 08:00:00,130382.0,130413.0,130020.0,130068.0,12361
157,2013-01-04 12:00:00,130065.0,130632.0,129975.0,130607.0,14498
158,2013-01-04 16:00:00,130608.0,130635.0,130324.0,130561.0,9281
159,2013-01-04 20:00:00,130557.0,130884.0,130528.0,130677.0,4145
160,2013-01-07 00:00:00,130779.0,130781.0,130421.0,130540.0,5276
161,2013-01-07 04:00:00,130542.0,130608.0,130282.0,130406.0,6174
162,2013-01-07 08:00:00,130405.0,130544.0,130165.0,130410.0,11886
163,2013-01-07 12:00:00,130409.0,130656.0,130215.0,130551.0,11498
164,2013-01-07 16:00:00,130552.0,131191.0,130528.0,131102.0,9551
165,2013-01-07 20:00:00,131102.0,131276.0,131050.0,131252.0,4430
166,2013-01-08 00:00:00,131253.0,131388.0,131033.0,131282.0,5651
167,2013-01-08 04:00:00,131283.0,131325.0,131106.0,131158.0,5300
168,2013-01-08 08:00:00,131155.0,131316.0,131025.0,131233.0,11528
169,2013-01-08 12:00:00,131235.0,131309.0,130680.0,130850.0,13493
170,2013-01-08 16:00:00,130849.0,130860.0,130569.0,130791.0,9778
171,2013-01-08 20:00:00,130790.0,130858.0,130760.0,130802.0,4336
172,2013-01-09 00:00:00,130804.0,130898.0,130670.0,130730.0,4902
173,2013-01-09 04:00:00,130733.0,130931.0,130687.0,130850.0,5437
174,2013-01-09 08:00:00,130847.0,130953.0,130634.0,130676.0,11347
175,2013-01-09 12:00:00,130677.0,130725.0,130364.0,130468.0,12509
176,2013-01-09 16:00:00,130475.0,130794.0,130402.0,130542.0,10664
177,2013-01-09 20:00:00,130542.0,130677.0,130518.0,130540.0,3899
178,2013-01-10 00:00:00,130538.0,130567.0,130383.0,130478.0,4650
179,2013-01-10 04:00:00,130479.0,130604.0,130410.0,130583.0,4340
180,2013-01-10 08:00:00,130582.0,131090.0,130535.0,130994.0,11142
181,2013-01-10 12:00:00,130991.0,132026.0,130923.0,131881.0,15562
182,2013-01-10 16:00:00,131883.0,132646.0,131811.0,132630.0,12273
183,2013-01-10 20:00:00,132628.0,132789.0,132478.0,132668.0,5948
184,2013-01-11 00:00:00,132669.0,132762.0,132499.0,132584.0,6051
185,2013-01-11 04:00:00,132585.0,132651.0,132484.0,132512.0,6107
186,2013-01-11 08:00:00,132518.0,132831.0,132508.0,132672.0,13222
187,2013-01-11 12:00:00,132671.0,133644.0,132481.0,133397.0,13991
188,2013-01-11 16:00:00,133396.0,133620.0,133206.0,133474.0,11192
189,2013-01-11 20:00:00,133471.0,133485.0,133307.0,133416.0,4246
190,2013-01-14 00:00:00,133621.0,134031.0,133525.0,133909.0,5545
191,2013-01-14 04:00:00,133908.0,134008.0,133768.0,133799.0,4747
192,2013-01-14 08:00:00,133805.0,133896.0,133476.0,133645.0,11902
193,2013-01-14 12:00:00,133644.0,133699.0,133357.0,133517.0,12147
194,2013-01-14 16:00:00,133516.0,133730.0,133412.0,133654.0,9911
195,2013-01-14 20:00:00,133649.0,133935.0,133632.0,133765.0,5796
196,2013-01-15 00:00:00,133762.0,133930.0,133694.0,133772.0,5138
197,2013-01-15 04:00:00,133774.0,133802.0,133415.0,133480.0,6748
198,2013-01-15 08:00:00,133479.0,133870.0,133331.0,133498.0,13785
199,2013-01-15 12:00:00,133495.0,133573.0,133097.0,133347.0,14325
200,2013-01-15 16:00:00,133345.0,133565.0,132664.0,132853.0,10748
201,2013-01-15 20:00:00,132858.0,133174.0,132751.0,132972.0,6852
202,2013-01-16 00:00:00,132972.0,133169.0,132786.0,132829.0,5766
203,2013-01-16 04:00:00,132829.0,132968.0,132712.0,132946.0,5993
204,2013-01-16 08:00:00,132947.0,133156.0,132615.0,133118.0,13206
205,2013-01-16 12:00:00,133120.0,133242.0,132564.0,132759.0,14126
206,2013-01-16 16:00:00,132758.0,133109.0,132722.0,133001.0,9490
207,2013-01-16 20:00:00,132996.0,133005.0,132763.0,132901.0,4808
208,2013-01-17 00:00:00,132905.0,133140.0,132813.0,133000.0,4770
209,2013-01-17 04:00:00,132999.0,133025.0,132696.0,133020.0,6513
210,2013-01-17 08:00:00,133021.0,133704.0,132796.0,133653.0,13158
211,2013-01-17 12:00:00,133649.0,133771.0,133333.0,133449.0,13858
212,2013-01-17 16:00:00,133448.0,133871.0,133408.0,133800.0,10954
213,2013-01-17 20:00:00,133802.0,133862.0,133696.0,133743.0,5594
214,2013-01-18 00:00:00,133741.0,133792.0,133613.0,133677.0,5233
215,2013-01-18 04:00:00,133676.0,133913.0,133669.0,133828.0,5750
216,2013-01-18 08:00:00,133827.0,133979.0,133328.0,133636.0,14138
217,2013-01-18 12:00:00,133635.0,133700.0,132958.0,133180.0,13709
218,2013-01-18 16:00:00,133182.0,133315.0,132798.0,133242.0,11383
219,2013-01-18 20:00:00,133243.0,133310.0,133121.0,133195.0,3574
220,2013-01-21 00:00:00,133107.0,133295.0,133012.0,133223.0,4816
221,2013-01-21 04:00:00,133222.0,133270.0,133077.0,133174.0,3907
222,2013-01-21 08:00:00,133175.0,133315.0,132998.0,133087.0,10185
223,2013-01-21 12:00:00,133084.0,133235.0,132991.0,133091.0,7798
224,2013-01-21 16:00:00,133095.0,133201.0,133060.0,133163.0,6654
225,2013-01-21 20:00:00,133163.0,133180.0,133085.0,133153.0,4260
226,2013-01-22 00:00:00,133149.0,133179.0,133000.0,133087.0,3849
227,2013-01-22 04:00:00,133088.0,133637.0,133067.0,133606.0,7676
228,2013-01-22 08:00:00,133607.0,133711.0,132667.0,133486.0,16135
229,2013-01-22 12:00:00,133491.0,133665.0,133030.0,133138.0,12705
230,2013-01-22 16:00:00,133140.0,133189.0,132775.0,133134.0,10429
231,2013-01-22 20:00:00,133134.0,133271.0,133105.0,133213.0,4286
232,2013-01-23 00:00:00,133210.0,133290.0,133103.0,133169.0,3999
233,2013-01-23 04:00:00,133167.0,133171.0,132959.0,133006.0,5881
234,2013-01-23 08:00:00,133000.0,133443.0,132848.0,133345.0,12786
235,2013-01-23 12:00:00,133349.0,133538.0,133159.0,133356.0,10826
236,2013-01-23 16:00:00,133354.0,133439.0,132642.0,133132.0,10215
237,2013-01-23 20:00:00,133133.0,133231.0,133068.0,133094.0,4059
238,2013-01-24 00:00:00,133095.0,133240.0,132968.0,133171.0,4870
239,2013-01-24 04:00:00,133170.0,133432.0,133058.0,133425.0,5845
240,2013-01-24 08:00:00,133422.0,133465.0,132859.0,133266.0,13950
241,2013-01-24 12:00:00,133271.0,133622.0,133196.0,133425.0,13539
242,2013-01-24 16:00:00,133426.0,133922.0,133423.0,133686.0,11377
243,2013-01-24 20:00:00,133684.0,133816.0,133660.0,133790.0,5566
244,2013-01-25 00:00:00,133790.0,133790.0,133500.0,133637.0,5179
245,2013-01-25 04:00:00,133638.0,133832.0,133517.0,133796.0,5631
246,2013-01-25 08:00:00,133796.0,134509.0,133795.0,134181.0,15467
247,2013-01-25 12:00:00,134176.0,134732.0,134127.0,134732.0,16069
248,2013-01-25 16:00:00,134731.0,134785.0,134510.0,134622.0,10633
249,2013-01-25 20:00:00,134615.0,134710.0,134496.0,134629.0,4471
250,2013-01-28 00:00:00,134598.0,134706.0,134501.0,134543.0,5260
251,2013-01-28 04:00:00,134544.0,134679.0,134425.0,134454.0,5490
252,2013-01-28 08:00:00,134453.0,134577.0,134244.0,134499.0,11879
253,2013-01-28 12:00:00,134497.0,134765.0,134287.0,134668.0,12794
254,2013-01-28 16:00:00,134669.0,134689.0,134317.0,134484.0,10206
255,2013-01-28 20:00:00,134486.0,134597.0,134447.0,134447.0,4553
256,2013-01-29 00:00:00,134446.0,134548.0,134426.0,134509.0,4496
257,2013-01-29 04:00:00,134510.0,134599.0,134365.0,134423.0,5495
258,2013-01-29 08:00:00,134434.0,134583.0,134183.0,134266.0,12659
259,2013-01-29 12:00:00,134261.0,134915.0,134140.0,134833.0,14135
260,2013-01-29 16:00:00,134832.0,134949.0,134613.0,134824.0,11552
261,2013-01-29 20:00:00,134823.0,134963.0,134818.0,134867.0,5393
262,2013-01-30 00:00:00,134866.0,134937.0,134843.0,134928.0,4331
263,2013-01-30 04:00:00,134927.0,134947.0,134816.0,134910.0,4798
264,2013-01-30 08:00:00,134905.0,135592.0,134891.0,135552.0,15320
265,2013-01-30 12:00:00,135548.0,135621.0,135326.0,135498.0,14048
266,2013-01-30 16:00:00,135498.0,135776.0,135487.0,135671.0,11506
267,2013-01-30 20:00:00,135672.0,135857.0,135585.0,135677.0,7282
268,2013-01-31 00:00:00,135676.0,135730.0,135617.0,135663.0,3995
