,Date,Open,High,Low,Close,Tick_volume
269,2013-01-31 04:00:00,135664.0,135836.0,135507.0,135567.0,6801
270,2013-01-31 08:00:00,135565.0,135700.0,135433.0,135542.0,13059
271,2013-01-31 12:00:00,135544.0,135758.0,135409.0,135735.0,12425
272,2013-01-31 16:00:00,135734.0,135931.0,135668.0,135766.0,12106
273,2013-01-31 20:00:00,135769.0,135906.0,135700.0,135869.0,5613
274,2013-02-01 00:00:00,135864.0,136223.0,135828.0,136057.0,6617
275,2013-02-01 04:00:00,136059.0,136322.0,136037.0,136187.0,7041
276,2013-02-01 08:00:00,136186.0,136745.0,136069.0,136642.0,13892
277,2013-02-01 12:00:00,136646.0,136712.0,135858.0,135960.0,16456
278,2013-02-01 16:00:00,135960.0,137106.0,135878.0,136625.0,14588
279,2013-02-01 20:00:00,136623.0,136718.0,136386.0,136391.0,4465
280,2013-02-04 00:00:00,136488.0,136532.0,136217.0,136230.0,5275
281,2013-02-04 04:00:00,136228.0,136350.0,136186.0,136283.0,5072
282,2013-02-04 08:00:00,136282.0,136360.0,135591.0,135665.0,14417
283,2013-02-04 12:00:00,135664.0,135770.0,135484.0,135719.0,14265
284,2013-02-04 16:00:00,135723.0,135794.0,135047.0,135107.0,12186
285,2013-02-04 20:00:00,135105.0,135203.0,134985.0,135026.0,6317
286,2013-02-05 00:00:00,135024.0,135150.0,134910.0,134983.0,5617
287,2013-02-05 04:00:00,134980.0,135007.0,134613.0,134653.0,6832
288,2013-02-05 08:00:00,134654.0,135515.0,134578.0,135457.0,16314
289,2013-02-05 12:00:00,135461.0,135680.0,135017.0,135294.0,15448
290,2013-02-05 16:00:00,135297.0,135969.0,135237.0,135805.0,13558
291,2013-02-05 20:00:00,135803.0,135899.0,135724.0,135816.0,6337
292,2013-02-06 00:00:00,135815.0,135953.0,135722.0,135827.0,5430
293,2013-02-06 04:00:00,135828.0,135852.0,135597.0,135650.0,6658
294,2013-02-06 08:00:00,135651.0,135720.0,135129.0,135436.0,14700
295,2013-02-06 12:00:00,135432.0,135432.0,134939.0,135250.0,15646
296,2013-02-06 16:00:00,135249.0,135428.0,135098.0,135122.0,10913
297,2013-02-06 20:00:00,135121.0,135258.0,135115.0,135175.0,5480
298,2013-02-07 00:00:00,135174.0,135249.0,135061.0,135081.0,4862
299,2013-02-07 04:00:00,135082.0,135383.0,135028.0,135362.0,6015
300,2013-02-07 08:00:00,135359.0,135765.0,135190.0,135691.0,14560
301,2013-02-07 12:00:00,135690.0,135737.0,134187.0,134295.0,17283
302,2013-02-07 16:00:00,134294.0,134316.0,133705.0,133979.0,14322
303,2013-02-07 20:00:00,133980.0,134039.0,133831.0,133943.0,6238
304,2013-02-08 00:00:00,133945.0,134157.0,133818.0,134107.0,5310
305,2013-02-08 04:00:00,134106.0,134157.0,133934.0,134026.0,5706
306,2013-02-08 08:00:00,134027.0,134282.0,133807.0,134109.0,15336
307,2013-02-08 12:00:00,134099.0,134228.0,133605.0,133868.0,16634
308,2013-02-08 16:00:00,133859.0,133935.0,133532.0,133591.0,10533
309,2013-02-08 20:00:00,133590.0,133704.0,133562.0,133614.0,3282
310,2013-02-11 00:00:00,133682.0,133774.0,133633.0,133725.0,4069
311,2013-02-11 04:00:00,133724.0,133907.0,133665.0,133845.0,4435
312,2013-02-11 08:00:00,133844.0,134036.0,133562.0,133849.0,12264
313,2013-02-11 12:00:00,133848.0,134110.0,133615.0,133648.0,11854
314,2013-02-11 16:00:00,133649.0,134265.0,133619.0,134148.0,10183
315,2013-02-11 20:00:00,134147.0,134198.0,133808.0,134016.0,7983
316,2013-02-12 00:00:00,134015.0,134109.0,133954.0,133981.0,4941
317,2013-02-12 04:00:00,133981.0,133983.0,133779.0,133877.0,6409
318,2013-02-12 08:00:00,133876.0,134456.0,133640.0,134356.0,13632
319,2013-02-12 12:00:00,134355.0,134657.0,134100.0,134176.0,14578
320,2013-02-12 16:00:00,134179.0,134751.0,134165.0,134532.0,10615
321,2013-02-12 20:00:00,134533.0,134575.0,134401.0,134518.0,5615
322,2013-02-13 00:00:00,134519.0,134555.0,134444.0,134512.0,4513
323,2013-02-13 04:00:00,134508.0,134523.0,134376.0,134430.0,5499
324,2013-02-13 08:00:00,134425.0,134920.0,134395.0,134830.0,13438
325,2013-02-13 12:00:00,134826.0,135193.0,134643.0,134785.0,14814
326,2013-02-13 16:00:00,134795.0,134817.0,134260.0,134479.0,9924
327,2013-02-13 20:00:00,134476.0,134533.0,134417.0,134484.0,4762
328,2013-02-14 00:00:00,134483.0,134546.0,134413.0,134479.0,4362
329,2013-02-14 04:00:00,134480.0,134507.0,134125.0,134142.0,5978
330,2013-02-14 08:00:00,134142.0,134222.0,133178.0,133317.0,16164
331,2013-02-14 12:00:00,133316.0,133504.0,133147.0,133415.0,13969
332,2013-02-14 16:00:00,133410.0,133469.0,133199.0,133414.0,10921
333,2013-02-14 20:00:00,133413.0,133711.0,133406.0,133573.0,6226
334,2013-02-15 00:00:00,133572.0,133650.0,133470.0,133633.0,5784
335,2013-02-15 04:00:00,133634.0,133929.0,133469.0,133774.0,8523
336,2013-02-15 08:00:00,133774.0,133805.0,133106.0,133281.0,9829
337,2013-02-15 12:00:00,133279.0,133670.0,133062.0,133470.0,11023
338,2013-02-15 16:00:00,133461.0,133756.0,133445.0,133585.0,6512
339,2013-02-15 20:00:00,133589.0,133678.0,133522.0,133585.0,2595
340,2013-02-18 00:00:00,133484.0,133561.0,133310.0,133392.0,3927
341,2013-02-18 04:00:00,133390.0,133489.0,133255.0,133485.0,3650
342,2013-02-18 08:00:00,133486.0,133782.0,133215.0,133534.0,8944
343,2013-02-18 12:00:00,133535.0,133646.0,133324.0,133421.0,6426
344,2013-02-18 16:00:00,133421.0,133586.0,133392.0,133522.0,4362
345,2013-02-18 20:00:00,133520.0,133559.0,133483.0,133515.0,2704
346,2013-02-19 00:00:00,133518.0,133644.0,133385.0,133437.0,3930
347,2013-02-19 04:00:00,133436.0,133600.0,133420.0,133556.0,3963
348,2013-02-19 08:00:00,133556.0,133726.0,133294.0,133359.0,9477
349,2013-02-19 12:00:00,133359.0,133713.0,133323.0,133650.0,7456
350,2013-02-19 16:00:00,133649.0,133954.0,133554.0,133886.0,6437
351,2013-02-19 20:00:00,133888.0,133954.0,133809.0,133847.0,3496
352,2013-02-20 00:00:00,133846.0,134315.0,133836.0,134163.0,4708
353,2013-02-20 04:00:00,134165.0,134316.0,134061.0,134205.0,4407
354,2013-02-20 08:00:00,134208.0,134308.0,133905.0,133949.0,9050
355,2013-02-20 12:00:00,133941.0,133982.0,133618.0,133709.0,8168
356,2013-02-20 16:00:00,133711.0,133872.0,133329.0,133382.0,6865
357,2013-02-20 20:00:00,133383.0,133467.0,132709.0,132874.0,7010
358,2013-02-21 00:00:00,132872.0,132888.0,132709.0,132761.0,4062
359,2013-02-21 04:00:00,132759.0,132790.0,132356.0,132639.0,5414
360,2013-02-21 08:00:00,132638.0,132760.0,131677.0,131846.0,12167
361,2013-02-21 12:00:00,131849.0,132118.0,131692.0,131949.0,9799
362,2013-02-21 16:00:00,131947.0,132310.0,131776.0,131791.0,6366
363,2013-02-21 20:00:00,131790.0,131926.0,131612.0,131916.0,4048
364,2013-02-22 00:00:00,131915.0,132058.0,131829.0,131969.0,4546
365,2013-02-22 04:00:00,131965.0,132188.0,131960.0,132095.0,4401
366,2013-02-22 08:00:00,132094.0,132443.0,131992.0,132044.0,9558
